step,loss,perplexity,learning_rate,tokens_per_sec,grad_norm,vram_mb
37,5.06272029876709,158.01979322662015,0.008145033635316129,4461.283962107363,1.1094108506233262,1.9103965759277344
38,4.569249629974365,96.47169313975282,0.00801636806561836,3864.076407632126,1.2632989380461954,1.9103965759277344
39,3.3370168209075928,28.13506943789452,0.007884636689049422,6077.325243377858,1.7865841767573694,1.9103965759277344
40,3.1731197834014893,23.881874531234445,0.007750000000000001,3980.094092179496,1.933046420342735,1.9103965759277344
41,3.2410311698913574,25.560064932246995,0.007612622032536509,3710.2343607463717,1.4381752311304743,1.9103965759277344
42,3.0263454914093018,20.621732417130065,0.007472670160550849,4025.9983952126345,1.2756161871097915,1.9103965759277344
43,3.792616844177246,44.37236404272991,0.007330314893841103,4477.879727092265,0.6177373013254157,1.9103965759277344
44,4.645086765289307,104.07239526517095,0.0071857296703716055,3858.438947262509,1.0930535872130127,1.9103965759277344
45,3.0480589866638184,21.074399008071428,0.00703909064496551,4007.4563477845454,0.817439797750261,1.9103965759277344
46,2.5739269256591797,13.11723383656316,0.006890576474687264,5986.784780766315,1.269301638683539,1.9103965759277344
47,4.088227272033691,59.63408294020372,0.006740368101176497,3532.9287058606756,0.7931508128844421,1.9103965759277344
48,3.8092405796051025,45.116163718475484,0.006588648530198505,4259.359054306002,0.6955305349534675,1.9103965759277344
49,2.387643337249756,10.887804800603416,0.006435602608679917,4032.257645857117,1.1682329548460026,1.9103965759277344
50,3.5082638263702393,33.39024616583345,0.006281416799501188,4559.916695686148,0.7398629015269803,1.9103965759277344
51,3.8046061992645264,44.90756199950223,0.006126278954320295,4496.55693658079,1.1804023904100132,1.9103965759277344
52,2.8818111419677734,17.846566592543397,0.0059703780847044415,4671.65193480739,1.3185124362290899,1.9103965759277344
53,2.5939860343933105,13.383010566940907,0.005813904131848564,5576.373260210229,1.554532298980765,1.9103965759277344
54,1.727334976196289,5.62564144466582,0.005657047735161256,4236.536977999432,2.1380520187164485,1.9103965759277344
55,3.3413517475128174,28.25729763266229,0.0055000000000000005,4237.841196668903,0.5006639144218483,1.9103965759277344
56,1.9256870746612549,6.859860283277758,0.005342952264838747,5833.904679112425,1.4242621618333355,1.9103965759277344
57,2.7958569526672363,16.37665676132126,0.005186095868151437,3746.9006448731193,0.7646064267943821,1.9103965759277344
58,3.7630155086517334,43.07813279660753,0.0050296219152955604,4676.453681524002,0.7552054718510771,1.9103965759277344
59,3.427210807800293,30.79064185083893,0.0048737210456797075,3450.4824253019096,0.7282042969103352,1.9103965759277344
60,3.9052317142486572,49.66158587613618,0.004718583200498814,4641.923203956527,1.0897520510724088,1.9103965759277344
61,2.0647354125976562,7.883211823154141,0.0045643973913200835,5677.328708599467,1.347973667043419,1.9103965759277344
62,2.1596479415893555,8.668085448830498,0.004411351469801496,3827.028827236178,1.1631480010947353,1.9103965759277344
63,3.085568428039551,21.87990045685509,0.004259631898823505,3912.6540440479835,0.6216939381911492,1.9103965759277344
64,2.831402540206909,16.969244189336003,0.004109423525312737,4569.464146189921,0.7033862330681362,1.9103965759277344
65,1.2586820125579834,3.520778086761229,0.003960909355034492,3836.052645869357,1.789134820559542,1.9103965759277344
66,3.3341410160064697,28.054274697948888,0.003814270329628396,5719.78981909612,0.6038505778479483,1.9103965759277344
67,2.869450092315674,17.627322134215465,0.0036696851061588996,5633.0690505419325,0.5515451396175574,1.9103965759277344
68,2.677367687225342,14.546751254740368,0.0035273298394491513,4997.77431066262,0.7367353756984641,1.9103965759277344
69,2.919611930847168,18.53409355398669,0.003387377967463493,4158.695172584743,0.615689381447897,1.9103965759277344
70,1.6421021223068237,5.166017707183329,0.003250000000000001,3951.8226331208502,1.1055319820062737,1.9103965759277344
71,1.8556041717529297,6.3955611009522,0.0031153633109505786,4598.111597392921,0.8741028179251721,1.9103965759277344
72,2.6274538040161133,13.838489499394182,0.0029836319343816402,3886.7075363787735,1.2819105002642945,1.9103965759277344
73,3.182229995727539,24.10043754503726,0.0028549663646838717,5606.0701292734375,0.717526544591279,1.9103965759277344
74,2.5360617637634277,12.62983363117074,0.002729523361034538,5221.108385929766,0.9225011530546661,1.9103965759277344
75,3.919511079788208,50.37580900488466,0.002607455756410573,3983.4311153321064,1.0303429488601787,1.9103965759277344
76,3.803241491317749,44.84631809229973,0.0024889122713851394,4449.009811721029,1.4178467569503073,1.9103965759277344
77,1.9193339347839355,6.816416778813067,0.0023740373329345123,4794.817422679492,0.8578939187665936,1.9103965759277344
78,1.7171579599380493,5.56867954295604,0.002262970898476071,5508.006607093392,0.9258690687008584,1.9103965759277344
79,3.4241409301757812,30.696263287815906,0.0021558482853517255,4043.8293199159402,0.7288400476011752,1.9103965759277344
80,2.956127166748047,19.22337846571369,0.0020528000059645995,4664.548828803781,0.6893119728307466,1.9103965759277344
81,3.4449918270111084,31.343027279408773,0.0019539516087697514,5668.816252402171,0.8605487884929808,1.9103965759277344
82,1.1112995147705078,3.0383041512175892,0.0018594235253127371,3923.7205522301883,1.1704960279323127,1.9103965759277344
83,0.5515636205673218,1.735965287862475,0.0017693309235023128,3882.631798951365,1.4481957573398803,1.9103965759277344
84,3.2662596702575684,26.21311007759851,0.0016837835672960833,4071.059048341232,0.7809160556689398,1.9103965759277344
85,0.5550500154495239,1.7420281109142814,0.0016028856829700259,4370.631671496955,1.4100778886373881,1.9103965759277344
86,1.0755889415740967,2.931719003401612,0.0015267358321348285,5887.581694759121,1.153479397996125,1.9103965759277344
87,1.354377031326294,3.8743466081115803,0.0014554267916537494,5445.048702813445,0.9021488585098063,1.9103965759277344
88,1.5184175968170166,4.564995812847357,0.0013890454406082957,3873.918808537659,0.8774061013553829,1.9103965759277344
89,2.6067395210266113,13.554783637846725,0.001327672654449457,4507.278124790114,0.5906635563160587,1.9103965759277344
90,1.257174015045166,3.5154727633758296,0.0012713832064634126,3921.6569295612094,0.9623004441168822,1.9103965759277344
91,3.416799783706665,30.471742650735912,0.001220245676671809,6144.937643072979,0.8223184517775141,1.9103965759277344
92,1.300600290298462,3.6714999720559707,0.001174322368277565,5337.219524803659,0.9120503789042823,1.9103965759277344
93,3.155503273010254,23.46484334264222,0.001133669231758016,3910.4881054701727,0.916549897764259,1.9103965759277344
94,1.7736451625823975,5.892292627448486,0.0010983357966978745,4039.144067350301,0.6887209121294686,1.9103965759277344
95,2.1715383529663086,8.771767741661204,0.0010683651114450638,4570.55338276734,0.7246470294568008,1.9103965759277344
96,2.1124815940856934,8.268735490047975,0.0010437936906629334,5753.3801144522795,0.6395914895290845,1.9103965759277344
97,2.6205835342407227,13.743741189156665,0.0010246514708427703,5711.939568682108,0.6103573519908982,1.9103965759277344
98,1.9330525398254395,6.910572876882903,0.0010109617738307912,3766.695750398159,0.7730325773188186,1.9103965759277344
99,3.383957862854004,29.48724694290556,0.001002741278414069,4661.025602736515,0.8453178706868794,1.9103965759277344
100,4.036903381347656,56.65064546661893,0.001,3792.103972424705,1.0437523102641058,1.9103965759277344
